id,author,month.str
36167,murdoch,2005-11
36168,tlumley,2005-11
36169,murdoch,2005-11
36170,ripley,2005-11
36171,murrell,2005-11
36172,murrell,2005-11
36173,murrell,2005-11
36174,murdoch,2005-11
36175,murdoch,2005-11
36176,murdoch,2005-11
36177,murdoch,2005-11
36178,ripley,2005-11
36179,ripley,2005-11
36180,ripley,2005-11
36181,murdoch,2005-11
36182,ripley,2005-11
36183,ripley,2005-11
36184,murdoch,2005-11
36185,hornik,2005-11
36186,ripley,2005-11
36187,ripley,2005-11
36188,ripley,2005-11
36189,ripley,2005-11
36190,ripley,2005-11
36191,ripley,2005-11
36192,ripley,2005-11
36193,ripley,2005-11
36194,ripley,2005-11
36195,ripley,2005-11
36196,ripley,2005-11
36197,murdoch,2005-11
36198,murdoch,2005-11
36199,ripley,2005-11
36200,ripley,2005-11
36201,ripley,2005-11
36202,ripley,2005-11
36203,ripley,2005-11
36204,ripley,2005-11
36205,ripley,2005-11
36206,ripley,2005-11
36207,ripley,2005-11
36208,ripley,2005-11
36209,ripley,2005-11
36210,ripley,2005-11
36211,ripley,2005-11
36212,ripley,2005-11
36213,ripley,2005-11
36214,ripley,2005-11
36215,ripley,2005-11
36216,ripley,2005-11
36217,ripley,2005-11
36218,ripley,2005-11
36219,ripley,2005-11
36220,ripley,2005-11
36221,leisch,2005-11
36222,ripley,2005-11
36223,ripley,2005-11
36224,ripley,2005-11
36225,ripley,2005-11
36226,ripley,2005-11
36227,ripley,2005-11
36228,ripley,2005-11
36229,ripley,2005-11
36230,ripley,2005-11
36231,ripley,2005-11
36232,ripley,2005-11
36233,ripley,2005-11
36234,ripley,2005-11
36235,ripley,2005-11
36236,ripley,2005-11
36237,ripley,2005-11
36238,ripley,2005-11
36239,ripley,2005-11
36240,ripley,2005-11
36241,ripley,2005-11
36242,ripley,2005-11
36243,ripley,2005-11
36244,ripley,2005-11
36245,ripley,2005-11
36246,ripley,2005-11
36247,ripley,2005-11
36248,ripley,2005-11
36249,ripley,2005-11
36250,hornik,2005-11
36251,murdoch,2005-11
36252,murdoch,2005-11
36253,ripley,2005-11
36254,ripley,2005-11
36255,ripley,2005-11
36256,ripley,2005-11
36257,murdoch,2005-11
36258,murdoch,2005-11
36259,hornik,2005-11
36260,hornik,2005-11
36261,ripley,2005-11
36262,ripley,2005-11
36263,ripley,2005-11
36264,ripley,2005-11
36265,ripley,2005-11
36266,ripley,2005-11
36267,ripley,2005-11
36268,ripley,2005-11
36269,ripley,2005-11
36270,ripley,2005-11
36271,ripley,2005-11
36272,ripley,2005-11
36273,ripley,2005-11
36274,ripley,2005-11
36275,duncan,2005-11
36276,duncan,2005-11
36277,ripley,2005-11
36278,ripley,2005-11
36279,ripley,2005-11
36280,ripley,2005-11
36281,ripley,2005-11
36282,ripley,2005-11
36283,ripley,2005-11
36284,ripley,2005-11
36285,ripley,2005-11
36286,ripley,2005-11
36287,ripley,2005-11
36288,ripley,2005-11
36289,ripley,2005-11
36290,ripley,2005-11
36291,ripley,2005-11
36292,ripley,2005-11
36293,ripley,2005-11
36294,ripley,2005-11
36295,ripley,2005-11
36296,ripley,2005-11
36297,ripley,2005-11
36298,maechler,2005-11
36299,maechler,2005-11
36300,maechler,2005-11
36301,ripley,2005-11
36302,ripley,2005-11
36303,ripley,2005-11
36304,ripley,2005-11
36305,ripley,2005-11
36306,ripley,2005-11
36307,ripley,2005-11
36308,ripley,2005-11
36309,ripley,2005-11
36310,ripley,2005-11
36311,ripley,2005-11
36312,ripley,2005-11
36313,ripley,2005-11
36314,ripley,2005-11
36315,ripley,2005-11
36316,duncan,2005-11
36317,murrell,2005-11
36318,ripley,2005-11
36319,ripley,2005-11
36320,ripley,2005-11
36321,ripley,2005-11
36322,ripley,2005-11
36323,ripley,2005-11
36324,ripley,2005-11
36325,ripley,2005-11
36326,ripley,2005-11
36327,ripley,2005-11
36328,duncan,2005-11
36329,ripley,2005-11
36330,ripley,2005-11
36331,ripley,2005-11
36332,ripley,2005-11
36333,ripley,2005-11
36334,ripley,2005-11
36335,ripley,2005-11
36336,ripley,2005-11
36337,ripley,2005-11
36338,ripley,2005-11
36339,ripley,2005-11
36340,ripley,2005-11
36341,ripley,2005-11
36342,ripley,2005-11
36343,ripley,2005-11
36344,ripley,2005-11
36345,ripley,2005-11
36346,ripley,2005-11
36347,ripley,2005-11
36348,ripley,2005-11
36349,hornik,2005-11
36350,hornik,2005-11
36351,ripley,2005-11
36352,ripley,2005-11
36353,maechler,2005-11
36354,hornik,2005-11
36355,hornik,2005-11
36356,maechler,2005-11
36357,ripley,2005-11
36358,ripley,2005-11
36359,ripley,2005-11
36360,ripley,2005-11
36361,maechler,2005-11
36362,murrell,2005-11
36363,ripley,2005-11
36364,ripley,2005-11
36365,ripley,2005-11
36366,murrell,2005-11
36367,ripley,2005-11
36368,ripley,2005-11
36369,ripley,2005-11
36370,duncan,2005-11
36371,duncan,2005-11
36372,ripley,2005-11
36373,ripley,2005-11
36374,ripley,2005-11
36375,ripley,2005-11
36376,ripley,2005-11
36377,maechler,2005-11
36378,hornik,2005-11
36379,hornik,2005-11
36380,duncan,2005-11
36381,ripley,2005-11
36382,ripley,2005-11
36383,ripley,2005-11
36384,ripley,2005-11
36385,ripley,2005-11
36386,murdoch,2005-11
36387,murdoch,2005-11
36388,murdoch,2005-11
36389,ripley,2005-11
36390,ripley,2005-11
36391,ripley,2005-11
36392,ripley,2005-11
36393,hornik,2005-11
36394,hornik,2005-11
36395,ripley,2005-11
36396,ripley,2005-11
36397,ripley,2005-11
36398,ripley,2005-11
36399,ripley,2005-11
36400,ripley,2005-11
36401,hornik,2005-11
36402,hornik,2005-11
36403,hornik,2005-11
36404,ripley,2005-11
36405,ripley,2005-11
36406,ripley,2005-11
36407,ripley,2005-11
36408,ripley,2005-11
36409,ripley,2005-11
36410,ripley,2005-11
36411,hornik,2005-11
36412,hornik,2005-11
36413,ripley,2005-11
36414,ripley,2005-11
36415,murdoch,2005-11
36416,murdoch,2005-11
36417,ripley,2005-11
36418,ripley,2005-11
36419,hornik,2005-11
36420,hornik,2005-11
36421,maechler,2005-11
36422,ripley,2005-11
36423,ripley,2005-11
36424,ripley,2005-11
36425,ripley,2005-11
36426,ripley,2005-11
36427,ripley,2005-11
36428,ripley,2005-11
36429,ripley,2005-11
36430,ripley,2005-11
36431,ripley,2005-11
36432,ripley,2005-11
36433,ripley,2005-11
36434,hornik,2005-11
36435,ripley,2005-11
36436,ripley,2005-11
36437,ripley,2005-11
36438,ripley,2005-11
36439,ripley,2005-11
36440,ripley,2005-11
36441,ripley,2005-11
36442,ripley,2005-11
36443,ripley,2005-11
36444,ripley,2005-11
36445,hornik,2005-11
36446,maechler,2005-11
36447,hornik,2005-11
36448,hornik,2005-11
36449,duncan,2005-11
36450,ripley,2005-11
36451,ripley,2005-11
36452,ripley,2005-11
36453,ripley,2005-11
36454,ripley,2005-11
36455,ripley,2005-11
36456,ripley,2005-11
36457,ripley,2005-11
36458,ripley,2005-11
36459,ripley,2005-11
36460,ripley,2005-11
36461,murdoch,2005-11
36462,murdoch,2005-11
36463,ripley,2005-11
36464,ripley,2005-11
36465,ripley,2005-11
36466,ripley,2005-11
36467,ripley,2005-11
36468,ripley,2005-11
36469,hornik,2005-11
36470,hornik,2005-11
36471,hornik,2005-11
36472,hornik,2005-11
36473,ripley,2005-11
36474,ripley,2005-11
36475,ripley,2005-11
36476,ripley,2005-11
36477,ripley,2005-11
36478,ripley,2005-11
36479,ripley,2005-11
36480,murdoch,2005-11
36481,murdoch,2005-11
36482,ripley,2005-11
36483,ripley,2005-11
36484,ripley,2005-11
36485,ripley,2005-11
36486,ripley,2005-11
36487,ripley,2005-11
36488,ripley,2005-11
36489,ripley,2005-11
36490,ripley,2005-11
36491,ripley,2005-11
36492,ripley,2005-11
36493,ripley,2005-11
36494,ripley,2005-11
36495,ripley,2005-11
36496,ripley,2005-11
36497,ripley,2005-11
36498,ripley,2005-11
36499,ripley,2005-11
36500,ripley,2005-11
36501,ripley,2005-11
36502,ripley,2005-11
36503,maechler,2005-11
36504,ripley,2005-11
36505,ripley,2005-11
36506,maechler,2005-11
36507,ripley,2005-11
36508,murdoch,2005-11
36509,ripley,2005-11
36510,murdoch,2005-11
36511,murdoch,2005-11
36512,ripley,2005-11
36513,ripley,2005-11
36514,ripley,2005-11
36515,ripley,2005-11
36516,ripley,2005-11
36517,ripley,2005-11
36518,ripley,2005-11
36519,ripley,2005-11
36520,ripley,2005-11
36521,ripley,2005-11
36522,murdoch,2005-11
36523,murdoch,2005-11
36524,ripley,2005-11
36525,ripley,2005-11
36526,ripley,2005-11
36527,hornik,2005-11
36528,hornik,2005-11
36529,hornik,2005-11
36530,hornik,2005-11
36531,ripley,2005-11
36532,ripley,2005-11
36533,ripley,2005-11
36534,ripley,2005-11
36535,ripley,2005-11
36536,ripley,2005-11
36537,ripley,2005-11
36538,ripley,2005-11
36539,ripley,2005-11
36540,ripley,2005-11
36541,ripley,2005-11
36542,ripley,2005-11
36543,ripley,2005-11
36544,ripley,2005-11
36545,ripley,2005-11
36546,ripley,2005-11
36547,hornik,2005-11
36548,hornik,2005-11
36549,ripley,2005-11
36550,ripley,2005-11
36551,ripley,2005-11
36552,ripley,2005-11
36553,ripley,2005-11
36554,ripley,2005-11
36555,hornik,2005-11
36556,hornik,2005-11
36557,ripley,2005-11
36558,ripley,2005-11
36559,ripley,2005-11
36560,hornik,2005-12
36561,hornik,2005-12
36562,ripley,2005-12
36563,ripley,2005-12
36564,ripley,2005-12
36565,ripley,2005-12
36566,ripley,2005-12
36567,ripley,2005-12
36568,ripley,2005-12
36569,ripley,2005-12
36570,ripley,2005-12
36571,ripley,2005-12
36572,ripley,2005-12
36573,ripley,2005-12
36574,ripley,2005-12
36575,ripley,2005-12
36576,ripley,2005-12
36577,ripley,2005-12
36578,ripley,2005-12
36579,ripley,2005-12
36580,murdoch,2005-12
36581,hornik,2005-12
36582,hornik,2005-12
36583,maechler,2005-12
36584,ripley,2005-12
36585,ripley,2005-12
36586,ripley,2005-12
36587,ripley,2005-12
36588,ripley,2005-12
36589,ripley,2005-12
36590,ripley,2005-12
36591,ripley,2005-12
36592,ripley,2005-12
36593,ripley,2005-12
36594,ripley,2005-12
36595,ripley,2005-12
36596,ripley,2005-12
36597,maechler,2005-12
36598,ripley,2005-12
36599,ripley,2005-12
36600,ripley,2005-12
36601,ripley,2005-12
36602,ripley,2005-12
36603,pd,2005-12
36604,ripley,2005-12
36605,ripley,2005-12
36606,ripley,2005-12
36607,ripley,2005-12
36608,murdoch,2005-12
36609,murdoch,2005-12
36610,pd,2005-12
36611,pd,2005-12
36612,ripley,2005-12
36613,ripley,2005-12
36614,ripley,2005-12
36615,ripley,2005-12
36616,ripley,2005-12
36617,hornik,2005-12
36618,hornik,2005-12
36619,ripley,2005-12
36620,pd,2005-12
36621,pd,2005-12
36622,ripley,2005-12
36623,ripley,2005-12
36624,ripley,2005-12
36625,ripley,2005-12
36626,ripley,2005-12
36627,ripley,2005-12
36628,pd,2005-12
36629,hornik,2005-12
36630,hornik,2005-12
36631,ripley,2005-12
36632,ripley,2005-12
36633,maechler,2005-12
36634,maechler,2005-12
36635,ripley,2005-12
36636,ripley,2005-12
36637,ripley,2005-12
36638,ripley,2005-12
36639,ripley,2005-12
36640,ripley,2005-12
36641,ripley,2005-12
36642,ripley,2005-12
36643,ripley,2005-12
36644,ripley,2005-12
36645,ripley,2005-12
36646,hornik,2005-12
36647,hornik,2005-12
36648,ripley,2005-12
36649,ripley,2005-12
36650,ripley,2005-12
36651,ripley,2005-12
36652,ripley,2005-12
36653,ripley,2005-12
36654,ripley,2005-12
36655,ripley,2005-12
36656,pd,2005-12
36657,hornik,2005-12
36658,hornik,2005-12
36659,ripley,2005-12
36660,ripley,2005-12
36661,ripley,2005-12
36662,plummer,2005-12
36663,plummer,2005-12
36664,ripley,2005-12
36665,ripley,2005-12
36666,ripley,2005-12
36667,hornik,2005-12
36668,hornik,2005-12
36669,ripley,2005-12
36670,ripley,2005-12
36671,ripley,2005-12
36672,ripley,2005-12
36673,ripley,2005-12
36674,ripley,2005-12
36675,ripley,2005-12
36676,ripley,2005-12
36677,ripley,2005-12
36678,ripley,2005-12
36679,ripley,2005-12
36680,ripley,2005-12
36681,ripley,2005-12
36682,ripley,2005-12
36683,ripley,2005-12
36684,ripley,2005-12
36685,ripley,2005-12
36686,ripley,2005-12
36687,ripley,2005-12
36688,ripley,2005-12
36689,ripley,2005-12
36690,ripley,2005-12
36691,ripley,2005-12
36692,ripley,2005-12
36693,ripley,2005-12
36694,hornik,2005-12
36695,hornik,2005-12
36696,ripley,2005-12
36697,ripley,2005-12
36698,ripley,2005-12
36699,ripley,2005-12
36700,hornik,2005-12
36701,ripley,2005-12
36702,ripley,2005-12
36703,ripley,2005-12
36704,ripley,2005-12
36705,ripley,2005-12
36706,ripley,2005-12
36707,ripley,2005-12
36708,ripley,2005-12
36709,ripley,2005-12
36710,ripley,2005-12
36711,ripley,2005-12
36712,murrell,2005-12
36713,maechler,2005-12
36714,hornik,2005-12
36715,hornik,2005-12
36716,ripley,2005-12
36717,ripley,2005-12
36718,ripley,2005-12
36719,ripley,2005-12
36720,ripley,2005-12
36721,ripley,2005-12
36722,murrell,2005-12
36723,murrell,2005-12
36724,ripley,2005-12
36725,ripley,2005-12
36726,ripley,2005-12
36727,ripley,2005-12
36728,ripley,2005-12
36729,maechler,2005-12
36730,maechler,2005-12
36731,ripley,2005-12
36732,ripley,2005-12
36733,maechler,2005-12
36734,ripley,2005-12
36735,ripley,2005-12
36736,jmc,2005-12
36737,murrell,2005-12
36738,ripley,2005-12
36739,ripley,2005-12
36740,ripley,2005-12
36741,ripley,2005-12
36742,ripley,2005-12
36743,hornik,2005-12
36744,hornik,2005-12
36745,ripley,2005-12
36746,ripley,2005-12
36747,ripley,2005-12
36748,murrell,2005-12
36749,ripley,2005-12
36750,ripley,2005-12
36751,ripley,2005-12
36752,ripley,2005-12
36753,ripley,2005-12
36754,ripley,2005-12
36755,ripley,2005-12
36756,ripley,2005-12
36757,ripley,2005-12
36758,ripley,2005-12
36759,ripley,2005-12
36760,ripley,2005-12
36761,ripley,2005-12
36762,ripley,2005-12
36763,ripley,2005-12
36764,ripley,2005-12
36765,ripley,2005-12
36766,ripley,2005-12
36767,ripley,2005-12
36768,ripley,2005-12
36769,ripley,2005-12
36770,ripley,2005-12
36771,ripley,2005-12
36772,ripley,2005-12
36773,ripley,2005-12
36774,ripley,2005-12
36775,ripley,2005-12
36776,ripley,2005-12
36777,ripley,2005-12
36778,hornik,2005-12
36779,hornik,2005-12
36780,hornik,2005-12
36781,hornik,2005-12
36782,hornik,2005-12
36783,hornik,2005-12
36784,ripley,2005-12
36785,ripley,2005-12
36786,ripley,2005-12
36787,ripley,2005-12
36788,ripley,2005-12
36789,ripley,2005-12
36790,ripley,2005-12
36791,ripley,2005-12
36792,ripley,2005-12
36793,ripley,2005-12
36794,ripley,2005-12
36795,maechler,2005-12
36796,maechler,2005-12
36797,hornik,2005-12
36798,hornik,2005-12
36799,ripley,2005-12
36800,ripley,2005-12
36801,ripley,2005-12
36802,ripley,2005-12
36803,ripley,2005-12
36804,murrell,2005-12
36805,hornik,2005-12
36806,hornik,2005-12
36807,ripley,2005-12
36808,ripley,2005-12
36809,maechler,2005-12
36810,ripley,2005-12
36811,ripley,2005-12
36812,ripley,2005-12
36813,pd,2005-12
36814,pd,2005-12
36815,pd,2005-12
36816,ripley,2005-12
36817,ripley,2005-12
36818,ripley,2005-12
36819,ripley,2005-12
36820,ripley,2005-12
36821,ripley,2005-12
36822,ripley,2005-12
36823,ripley,2005-12
36824,hornik,2005-12
36825,hornik,2005-12
36826,ripley,2005-12
36827,ripley,2005-12
36828,ripley,2005-12
36829,ripley,2005-12
36830,ripley,2005-12
36831,ripley,2005-12
36832,ripley,2005-12
36833,ripley,2005-12
36834,murdoch,2005-12
36835,murdoch,2005-12
36836,ripley,2005-12
36837,ripley,2005-12
36838,ripley,2005-12
36839,ripley,2005-12
36840,maechler,2005-12
36841,ripley,2005-12
36842,ripley,2005-12
36843,hornik,2005-12
36844,hornik,2005-12
36845,ripley,2005-12
36846,ripley,2005-12
36847,ripley,2005-12
36848,ripley,2005-12
36849,ripley,2005-12
36850,duncan,2005-12
36851,duncan,2005-12
36852,duncan,2005-12
36853,ripley,2005-12
36854,urbaneks,2005-12
36855,ripley,2005-12
36856,ripley,2005-12
36857,ripley,2005-12
36858,ripley,2005-12
36859,ripley,2005-12
36860,ripley,2005-12
36861,ripley,2005-12
36862,ripley,2005-12
36863,ripley,2005-12
36864,ripley,2005-12
36865,ripley,2005-12
36866,ripley,2005-12
36867,ripley,2005-12
36868,maechler,2005-12
36869,ripley,2005-12
36870,maechler,2005-12
36871,ripley,2005-12
36872,ripley,2005-12
36873,ripley,2005-12
36874,ripley,2005-12
36875,ripley,2005-12
36876,ripley,2005-12
36877,ripley,2005-12
36878,ripley,2005-12
36879,ripley,2005-12
36880,ripley,2005-12
36881,ripley,2005-12
36882,ripley,2005-12
36883,maechler,2005-12
36884,ripley,2005-12
36885,murdoch,2005-12
36886,murdoch,2005-12
36887,jmc,2005-12
36888,jmc,2005-12
36889,ripley,2005-12
36890,ripley,2005-12
36891,ripley,2005-12
36892,ripley,2005-12
36893,ripley,2005-12
36894,ripley,2005-12
36895,ripley,2005-12
36896,ripley,2005-12
36897,ripley,2005-12
36898,ripley,2005-12
36899,ripley,2005-12
36900,ripley,2005-12
36901,ripley,2005-12
36902,duncan,2005-12
36903,duncan,2005-12
36904,ripley,2005-12
36905,ripley,2005-12
36906,ripley,2005-12
36907,ripley,2005-12
36908,ripley,2005-12
36909,ripley,2005-12
36910,ripley,2005-12
36911,ripley,2005-12
36912,ripley,2005-12
36913,duncan,2005-12
36914,ripley,2005-12
36915,duncan,2005-12
36916,ripley,2005-12
36917,ripley,2005-12
36918,duncan,2005-12
36919,ripley,2005-12
36920,ripley,2005-12
36921,ripley,2005-12
36922,ripley,2005-12
36923,leisch,2005-12
36924,leisch,2005-12
36925,ripley,2005-12
36926,ripley,2005-12
36927,ripley,2005-12
36928,ripley,2005-12
36929,ripley,2005-12
36930,ripley,2005-12
36931,duncan,2005-12
36932,ripley,2005-12
36933,ripley,2005-12
36934,ripley,2005-12
36935,maechler,2005-12
36936,maechler,2005-12
36937,jmc,2005-12
36938,ripley,2006-01
36939,murdoch,2006-01
36940,murdoch,2006-01
36941,murdoch,2006-01
36942,murdoch,2006-01
36943,ripley,2006-01
36944,ripley,2006-01
36945,ripley,2006-01
36946,hornik,2006-01
36947,hornik,2006-01
36948,ripley,2006-01
36949,ripley,2006-01
36950,ripley,2006-01
36951,maechler,2006-01
36952,maechler,2006-01
36953,maechler,2006-01
36954,rgentlem,2006-01
36955,leisch,2006-01
36956,maechler,2006-01
36957,ripley,2006-01
36958,ripley,2006-01
36959,ripley,2006-01
36960,murdoch,2006-01
36961,murdoch,2006-01
36962,ripley,2006-01
36963,ripley,2006-01
36964,ripley,2006-01
36965,ripley,2006-01
36966,ripley,2006-01
36967,ripley,2006-01
36968,ripley,2006-01
36969,ripley,2006-01
36970,maechler,2006-01
36971,ripley,2006-01
36972,ripley,2006-01
36973,ripley,2006-01
36974,ripley,2006-01
36975,ripley,2006-01
36976,ripley,2006-01
36977,ripley,2006-01
36978,ripley,2006-01
36979,ripley,2006-01
36980,ripley,2006-01
36981,ripley,2006-01
36982,ripley,2006-01
36983,ripley,2006-01
36984,ripley,2006-01
36985,ripley,2006-01
36986,ripley,2006-01
36987,maechler,2006-01
36988,hornik,2006-01
36989,hornik,2006-01
36990,ripley,2006-01
36991,ripley,2006-01
36992,ripley,2006-01
36993,ripley,2006-01
36994,hornik,2006-01
36995,hornik,2006-01
36996,hornik,2006-01
36997,hornik,2006-01
36998,hornik,2006-01
36999,hornik,2006-01
37000,ripley,2006-01
37001,ripley,2006-01
37002,ripley,2006-01
37003,ripley,2006-01
37004,ripley,2006-01
37005,ripley,2006-01
37006,ripley,2006-01
37007,ripley,2006-01
37008,ripley,2006-01
37009,ripley,2006-01
37010,ripley,2006-01
37011,ripley,2006-01
37012,ripley,2006-01
37013,ripley,2006-01
37014,ripley,2006-01
37015,rgentlem,2006-01
37016,ripley,2006-01
37017,ripley,2006-01
37018,jmc,2006-01
37019,ripley,2006-01
37020,hornik,2006-01
37021,hornik,2006-01
37022,hornik,2006-01
37023,hornik,2006-01
37024,ripley,2006-01
37025,maechler,2006-01
37026,maechler,2006-01
37027,hornik,2006-01
37028,hornik,2006-01
37029,ripley,2006-01
37030,ripley,2006-01
37031,ripley,2006-01
37032,leisch,2006-01
37033,ripley,2006-01
37034,jmc,2006-01
37035,ripley,2006-01
37036,ripley,2006-01
37037,hornik,2006-01
37038,hornik,2006-01
37039,ripley,2006-01
37040,ripley,2006-01
37041,hornik,2006-01
37042,ripley,2006-01
37043,ripley,2006-01
37044,ripley,2006-01
37045,ripley,2006-01
37046,ripley,2006-01
37047,ripley,2006-01
37048,ripley,2006-01
37049,ripley,2006-01
37050,ripley,2006-01
37051,ripley,2006-01
37052,ripley,2006-01
37053,hornik,2006-01
37054,ripley,2006-01
37055,ripley,2006-01
37056,ripley,2006-01
37057,ripley,2006-01
37058,ripley,2006-01
37059,hornik,2006-01
37060,ripley,2006-01
37061,ripley,2006-01
37062,leisch,2006-01
37063,ripley,2006-01
37064,ripley,2006-01
37065,ripley,2006-01
37066,ripley,2006-01
37067,hornik,2006-01
37068,hornik,2006-01
37069,ripley,2006-01
37070,maechler,2006-01
37071,ripley,2006-01
37072,ripley,2006-01
37073,ripley,2006-01
37074,ripley,2006-01
37075,hornik,2006-01
37076,hornik,2006-01
37077,ripley,2006-01
37078,ripley,2006-01
37079,ripley,2006-01
37080,hornik,2006-01
37081,hornik,2006-01
37082,ripley,2006-01
37083,ripley,2006-01
37084,ripley,2006-01
37085,maechler,2006-01
37086,ripley,2006-01
37087,ripley,2006-01
37088,ripley,2006-01
37089,ripley,2006-01
37090,ripley,2006-01
37091,ripley,2006-01
37092,ripley,2006-01
37093,hornik,2006-01
37094,hornik,2006-01
37095,ripley,2006-01
37096,ripley,2006-01
37097,ripley,2006-01
37098,ripley,2006-01
37099,ripley,2006-01
37100,maechler,2006-01
37101,ripley,2006-01
37102,ripley,2006-01
37103,hornik,2006-01
37104,hornik,2006-01
37105,ripley,2006-01
37106,ripley,2006-01
37107,ripley,2006-01
37108,murdoch,2006-01
37109,murdoch,2006-01
37110,hornik,2006-01
37111,iacus,2006-01
37112,iacus,2006-01
37113,hornik,2006-01
37114,hornik,2006-01
37115,hornik,2006-01
37116,ripley,2006-01
37117,ripley,2006-01
37118,ripley,2006-01
37119,ripley,2006-01
37120,ripley,2006-01
37121,ripley,2006-01
37122,ripley,2006-01
37123,ripley,2006-01
37124,hornik,2006-01
37125,hornik,2006-01
37126,ripley,2006-01
37127,ripley,2006-01
37128,ripley,2006-01
37129,ripley,2006-01
37130,maechler,2006-01
37131,maechler,2006-01
37132,ripley,2006-01
37133,ripley,2006-01
37134,ripley,2006-01
37135,ripley,2006-01
37136,ripley,2006-01
37137,ripley,2006-01
37138,leisch,2006-01
37139,ripley,2006-01
37140,hornik,2006-01
37141,hornik,2006-01
37142,murrell,2006-01
37143,urbaneks,2006-01
37144,ripley,2006-01
37145,ripley,2006-01
37146,ripley,2006-01
37147,hornik,2006-01
37148,hornik,2006-01
37149,maechler,2006-01
37150,maechler,2006-01
37151,maechler,2006-01
37152,ripley,2006-01
37153,ripley,2006-01
37154,ripley,2006-01
37155,ripley,2006-01
37156,hornik,2006-01
37157,ripley,2006-01
37158,ripley,2006-01
37159,ripley,2006-01
37160,ripley,2006-01
37161,ripley,2006-01
37162,rgentlem,2006-01
37163,ripley,2006-01
37164,hornik,2006-01
37165,hornik,2006-01
37166,ripley,2006-01
37167,ripley,2006-01
37168,ripley,2006-01
37169,ripley,2006-01
37170,urbaneks,2006-01
37171,maechler,2006-01
37172,ripley,2006-01
37173,hornik,2006-01
37174,hornik,2006-01
37175,ripley,2006-01
37176,ripley,2006-01
37177,ripley,2006-01
37178,ripley,2006-01
37179,ripley,2006-01
37180,ripley,2006-01
37181,ripley,2006-01
37182,ripley,2006-01
37183,ripley,2006-01
37184,ripley,2006-01
37185,maechler,2006-01
37186,maechler,2006-01
37187,maechler,2006-01
37188,ripley,2006-01
37189,ripley,2006-01
37190,ripley,2006-01
37191,ripley,2006-01
37192,ripley,2006-01
37193,ripley,2006-01
37194,hornik,2006-01
37195,hornik,2006-01
37196,ripley,2006-01
37197,ripley,2006-01
37198,ripley,2006-01
37199,ripley,2006-01
37200,ripley,2006-01
37201,ripley,2006-01
37202,ripley,2006-01
37203,ripley,2006-01
37204,ripley,2006-01
37205,ripley,2006-01
37206,ripley,2006-01
37207,ripley,2006-01
37208,ripley,2006-01
37209,hornik,2006-01
37210,hornik,2006-01
37211,hornik,2006-01
37212,ripley,2006-01
37213,ripley,2006-01
37214,ripley,2006-01
37215,ripley,2006-01
37216,ripley,2006-01
37217,ripley,2006-01
37218,ripley,2006-01
37219,ripley,2006-01
37220,ripley,2006-01
37221,maechler,2006-02
37222,ripley,2006-02
37223,ripley,2006-02
37224,ripley,2006-02
37225,ripley,2006-02
37226,ripley,2006-02
37227,ripley,2006-02
37228,rgentlem,2006-02
37229,ripley,2006-02
37230,ripley,2006-02
37231,ripley,2006-02
37232,ripley,2006-02
37233,hornik,2006-02
37234,hornik,2006-02
37235,maechler,2006-02
37236,maechler,2006-02
37237,hornik,2006-02
37238,ripley,2006-02
37239,ripley,2006-02
37240,ripley,2006-02
37241,ripley,2006-02
37242,hornik,2006-02
37243,hornik,2006-02
37244,hornik,2006-02
37245,hornik,2006-02
37246,ripley,2006-02
37247,hornik,2006-02
37248,hornik,2006-02
37249,ripley,2006-02
37250,ripley,2006-02
37251,ripley,2006-02
37252,ripley,2006-02
37253,ripley,2006-02
37254,ripley,2006-02
37255,ripley,2006-02
37256,leisch,2006-02
37257,ripley,2006-02
37258,ripley,2006-02
37259,murdoch,2006-02
37260,murdoch,2006-02
37261,murdoch,2006-02
37262,murdoch,2006-02
37263,ripley,2006-02
37264,ripley,2006-02
37265,ripley,2006-02
37266,murdoch,2006-02
37267,murdoch,2006-02
37268,murdoch,2006-02
37269,murdoch,2006-02
37270,ripley,2006-02
37271,ripley,2006-02
37272,ripley,2006-02
37273,ripley,2006-02
37274,ripley,2006-02
37275,ripley,2006-02
37276,ripley,2006-02
37277,ripley,2006-02
37278,ripley,2006-02
37279,hornik,2006-02
37280,ripley,2006-02
37281,ripley,2006-02
37282,hornik,2006-02
37283,hornik,2006-02
37284,maechler,2006-02
37285,maechler,2006-02
37286,ripley,2006-02
37287,ripley,2006-02
37288,ripley,2006-02
37289,ripley,2006-02
37290,ripley,2006-02
37291,ripley,2006-02
37292,hornik,2006-02
37293,hornik,2006-02
37294,hornik,2006-02
37295,hornik,2006-02
37296,hornik,2006-02
37297,ripley,2006-02
37298,ripley,2006-02
37299,ripley,2006-02
37300,ripley,2006-02
37301,murrell,2006-02
37302,murrell,2006-02
37303,murrell,2006-02
37304,hornik,2006-02
37305,hornik,2006-02
37306,maechler,2006-02
37307,ripley,2006-02
37308,ripley,2006-02
37309,ripley,2006-02
37310,ripley,2006-02
37311,ripley,2006-02
37312,ripley,2006-02
37313,ripley,2006-02
37314,urbaneks,2006-02
37315,ripley,2006-02
37316,ripley,2006-02
37317,ripley,2006-02
37318,maechler,2006-02
37319,maechler,2006-02
37320,hornik,2006-02
37321,hornik,2006-02
37322,hornik,2006-02
37323,hornik,2006-02
37324,hornik,2006-02
37325,ripley,2006-02
37326,ripley,2006-02
37327,ripley,2006-02
